,accuracy,loss,val_accuracy,val_loss
0,0.42394423484802246,964.8992309570312,0.4508196711540222,303.2408447265625
1,0.4440344274044037,187.98654174804688,0.5295081734657288,40.73657989501953
2,0.4731447398662567,138.92091369628906,0.4754098355770111,51.39608383178711
3,0.4862648546695709,122.93738555908203,0.46065574884414673,425.620849609375
4,0.48667487502098083,165.07046508789062,0.46065574884414673,105.92913818359375
5,0.48462483286857605,108.31343841552734,0.6442623138427734,86.07540893554688
6,0.5178351998329163,78.02666473388672,0.5213114619255066,121.53632354736328
7,0.5403854250907898,68.12581634521484,0.5442622900009155,55.6793212890625
8,0.5309553146362305,46.52512741088867,0.534426212310791,17.390541076660156
9,0.5440754294395447,60.97555160522461,0.46721312403678894,52.21033477783203
10,0.47601476311683655,76.63031005859375,0.55409836769104,26.4135684967041
11,0.5399754047393799,36.33051300048828,0.5639344453811646,19.99639320373535
12,0.552275538444519,31.219669342041016,0.6196721196174622,70.04402160644531
13,0.5895859003067017,25.33218765258789,0.5688524842262268,31.115999221801758
14,0.5772857666015625,28.61124610900879,0.4377049207687378,44.32494354248047
15,0.4592045843601227,70.45140838623047,0.5360655784606934,65.3537368774414
16,0.5715457201004028,24.63260841369629,0.6524590253829956,11.3631591796875
17,0.5485854744911194,25.506948471069336,0.48032787442207336,35.4432487487793
18,0.5494055151939392,35.21535110473633,0.46393442153930664,48.822208404541016
19,0.5391553640365601,37.72127914428711,0.6622951030731201,10.622466087341309
20,0.568675696849823,26.655134201049805,0.591803252696991,18.22115707397461
21,0.5744157433509827,17.353107452392578,0.4655737578868866,42.52974319458008
22,0.5526854991912842,36.214111328125,0.5819672346115112,14.899763107299805
23,0.5731857419013977,16.844194412231445,0.5278688669204712,23.0885066986084
24,0.5371053814888,21.43423080444336,0.6540983319282532,17.472213745117188
25,0.5965559482574463,11.775398254394531,0.6213114857673645,11.863542556762695
26,0.5354653596878052,23.280803680419922,0.5508196949958801,9.36628246307373
27,0.6055760383605957,11.194387435913086,0.5229508280754089,14.105652809143066
28,0.4858548641204834,29.051227569580078,0.5475409626960754,16.2672061920166
29,0.6031160354614258,7.460792541503906,0.6032786965370178,7.916587829589844
30,0.5781058073043823,10.357804298400879,0.6639344096183777,9.951668739318848
31,0.6129561066627502,6.222036361694336,0.6622951030731201,4.2392258644104
32,0.5789257884025574,9.884699821472168,0.6213114857673645,8.385455131530762
33,0.6182861924171448,5.647340297698975,0.645901620388031,4.349571704864502
34,0.5965559482574463,6.254976272583008,0.61147540807724,6.460637092590332
35,0.584665834903717,6.690127849578857,0.6163934469223022,8.384918212890625
36,0.5539155602455139,8.5333890914917,0.6721311211585999,4.4267168045043945
37,0.5973759889602661,4.995007514953613,0.6098360419273376,6.680052280426025
38,0.6125461459159851,4.050030708312988,0.6147540807723999,6.729858875274658
39,0.5272652506828308,2.9244768619537354,0.39344263076782227,1.381563663482666
40,0.4288643002510071,1.1052902936935425,0.5950819849967957,0.8746075630187988
41,0.6264862418174744,0.8504583835601807,0.591803252696991,0.9148116111755371
42,0.6346863508224487,0.8400015830993652,0.588524580001831,0.9135841131210327
43,0.6461664438247681,0.8291814923286438,0.5819672346115112,0.9152346849441528
44,0.647396445274353,0.8261077404022217,0.5852459073066711,0.9204638004302979
45,0.6514965295791626,0.8201985359191895,0.5852459073066711,0.911196231842041
46,0.6490364670753479,0.8148854970932007,0.5852459073066711,0.9044241309165955
47,0.6502665281295776,0.8077776432037354,0.6000000238418579,0.8836266398429871
48,0.6560065746307373,0.8007481098175049,0.5983606576919556,0.8788711428642273
49,0.6584665775299072,0.7955313920974731,0.6049180030822754,0.850300669670105
50,0.6560065746307373,0.792019248008728,0.6196721196174622,0.8288440108299255
51,0.6633866429328918,0.77879798412323,0.6377049088478088,0.8027904033660889
52,0.6621566414833069,0.7791984677314758,0.6278688311576843,0.7773314714431763
53,0.6678966879844666,0.7609191536903381,0.631147563457489,0.7881559133529663
54,0.6642066240310669,0.7649896144866943,0.631147563457489,0.7621005177497864
55,0.6711767315864563,0.7508798837661743,0.6508196592330933,0.7682225704193115
56,0.6687166690826416,0.7521060109138489,0.645901620388031,0.7595519423484802
57,0.6728167533874512,0.7392045855522156,0.6409835815429688,0.7747406959533691
58,0.6674866676330566,0.7425415515899658,0.6426229476928711,0.7561216950416565
59,0.6707667112350464,0.7401166558265686,0.6672131419181824,0.7372461557388306
60,0.660516619682312,0.741912305355072,0.6672131419181824,0.7349291443824768
61,0.6642066240310669,0.7390388250350952,0.6672131419181824,0.7308967709541321
62,0.6650266647338867,0.7392603754997253,0.6672131419181824,0.7280611991882324
63,0.6670766472816467,0.7348232269287109,0.6704918146133423,0.7278799414634705
64,0.6658466458320618,0.7338370084762573,0.6737704873085022,0.7227502465248108
65,0.6658466458320618,0.7312062978744507,0.6770491600036621,0.7206777334213257
66,0.6691266894340515,0.7290460467338562,0.6754098534584045,0.717314600944519
67,0.6683067083358765,0.7275732755661011,0.6721311211585999,0.7318687438964844
68,0.6683067083358765,0.7379187345504761,0.6672131419181824,0.709784746170044
69,0.6744567155838013,0.7223527431488037,0.6819671988487244,0.7125993967056274
70,0.675686776638031,0.7223939299583435,0.6836065649986267,0.7122533917427063
71,0.6744567155838013,0.7216638922691345,0.6754098534584045,0.7110276222229004
72,0.6699466705322266,0.7210162878036499,0.6770491600036621,0.7088913917541504
73,0.6711767315864563,0.7215004563331604,0.6786885261535645,0.707617461681366
74,0.6728167533874512,0.7203935980796814,0.6770491600036621,0.7043169736862183
75,0.6744567155838013,0.7192656397819519,0.6754098534584045,0.7021530270576477
76,0.6752767562866211,0.7194934487342834,0.6819671988487244,0.6976566314697266
77,0.675686776638031,0.716505765914917,0.6836065649986267,0.6913180351257324
78,0.6760967373847961,0.7158072590827942,0.688524603843689,0.6877609491348267
79,0.677736759185791,0.7192168831825256,0.685245931148529,0.6853816509246826
