,accuracy,loss,val_accuracy,val_loss
0,0.6695367097854614,0.8183489441871643,0.5639344453811646,8.340372085571289
1,0.739237368106842,0.6035829186439514,0.5393442511558533,0.872721791267395
2,0.7941779494285583,0.5087411403656006,0.577049195766449,1.3671993017196655
3,0.8187782168388367,0.44017553329467773,0.6245901584625244,1.8028440475463867
4,0.8827388286590576,0.3046017587184906,0.6918032765388489,0.9176684617996216
5,0.8970889449119568,0.27730968594551086,0.49180328845977783,4.112567901611328
6,0.9307093024253845,0.19811782240867615,0.3606557250022888,4.296379566192627
7,0.9343993663787842,0.17084981501102448,0.8377048969268799,0.4911714196205139
8,0.9462894797325134,0.15480853617191315,0.5934426188468933,6.7959160804748535
9,0.9618695974349976,0.11095456033945084,0.5262295007705688,2.4875645637512207
10,0.9540795683860779,0.11876511573791504,0.7557377219200134,1.3880220651626587
11,0.9704797267913818,0.09155706316232681,0.7196721434593201,1.4771699905395508
12,0.9717097282409668,0.07410354167222977,0.4967212975025177,4.563691139221191
13,0.9692496657371521,0.09619444608688354,0.6229507923126221,3.6768343448638916
14,0.9844198226928711,0.04493138566613197,0.7295082211494446,1.7604423761367798
15,0.9876998662948608,0.03933141008019447,0.8983606696128845,0.4540088474750519
16,0.9815497994422913,0.044517625123262405,0.7655737996101379,1.288663625717163
17,0.9913899302482605,0.02769915945827961,0.8213114738464355,0.8376981019973755
18,0.9786797761917114,0.0597408190369606,0.5639344453811646,2.658208131790161
19,0.9930299520492554,0.02359556220471859,0.9049180150032043,0.25824958086013794
20,0.9885199069976807,0.030885538086295128,0.796721339225769,1.507916808128357
21,0.984829843044281,0.036999888718128204,0.8950819969177246,0.43935471773147583
22,0.9872898459434509,0.03387139365077019,0.8983606696128845,0.43035778403282166
23,0.9930299520492554,0.023106366395950317,0.8327868580818176,0.8636537790298462
24,0.9930299520492554,0.023890284821391106,0.8245901465415955,0.8201355338096619
25,0.9967199563980103,0.01105852797627449,0.6672131419181824,2.001744031906128
26,0.9963099360466003,0.01080605760216713,0.6262295246124268,3.0315968990325928
27,0.9971299767494202,0.01203911192715168,0.9426229596138,0.24122093617916107
28,0.9942599534988403,0.01734538935124874,0.41475409269332886,7.51948881149292
29,0.9946699738502502,0.01556109357625246,0.9311475157737732,0.24623405933380127
30,0.9963099360466003,0.012182100676000118,0.9344262480735779,0.29732102155685425
